;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Đà Nẵng;Đà Nẵng;Municipality;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1068303.83459;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1089867.6917;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1111866.81818;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1134310;1156753.18182;1156753.18182;1156753.18182;1156753.18182;1156753.18182;1156753.18182;1156753.18182
Đà Nẵng;Cẩm Lệ;Urban District;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;140553.77632;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;146542.09423;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;152785.54545;159295;159295;159295;159295;159295;159295;159295;159295;159295;159295;159295;159295;165804.45455;165804.45455;165804.45455;165804.45455;165804.45455;165804.45455;165804.45455
Đà Nẵng;Hải Châu;Urban District;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;198277.47888;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;199353.13988;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;200434.63636;201522;201522;201522;201522;201522;201522;201522;201522;201522;201522;201522;201522;202609.36364;202609.36364;202609.36364;202609.36364;202609.36364;202609.36364;202609.36364
Đà Nẵng;Hòa Vang;District;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;137922.95384;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;140483.79404;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;143092.18182;145749;145749;145749;145749;145749;145749;145749;145749;145749;145749;145749;145749;148405.81818;148405.81818;148405.81818;148405.81818;148405.81818;148405.81818;148405.81818
Đà Nẵng;Liên Chiểu;Urban District;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;177317.97728;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;182999.02717;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;188862.09091;194913;194913;194913;194913;194913;194913;194913;194913;194913;194913;194913;194913;200963.90909;200963.90909;200963.90909;200963.90909;200963.90909;200963.90909;200963.90909
Đà Nẵng;Ngũ Hành Sơn;Urban District;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;83113.05639;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;85459.18741;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;87871.54545;90352;90352;90352;90352;90352;90352;90352;90352;90352;90352;90352;90352;92832.45455;92832.45455;92832.45455;92832.45455;92832.45455;92832.45455;92832.45455
Đà Nẵng;Sơn Trà;Urban District;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;149444.44405;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;152055.41368;154712;154712;154712;154712;154712;154712;154712;154712;154712;154712;154712;154712;157415;157415;157415;157415;157415;157415;157415;157415;157415;157415;157415;157415;160118;160118;160118;160118;160118;160118;160118
Đà Nẵng;Thanh Khê;Urban District;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;182213.21921;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;183158.5664;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;184108.81818;185064;185064;185064;185064;185064;185064;185064;185064;185064;185064;185064;185064;186019.18182;186019.18182;186019.18182;186019.18182;186019.18182;186019.18182;186019.18182
Điện Biên;Điện Biên;Province;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;569736.61017;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;579282.2481;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;588987.81818;598856;598856;598856;598856;598856;598856;598856;598856;598856;598856;598856;598856;608724.18182;608724.18182;608724.18182;608724.18182;608724.18182;608724.18182;608724.18182
Điện Biên;Điện Biên;District;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;116083.0643;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;117275.09363;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;118479.36364;119696;119696;119696;119696;119696;119696;119696;119696;119696;119696;119696;119696;120912.63636;120912.63636;120912.63636;120912.63636;120912.63636;120912.63636;120912.63636
Điện Biên;Điện Biên Đông;District;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;64169.23783;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;65125.1803;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;66095.36364;67080;67080;67080;67080;67080;67080;67080;67080;67080;67080;67080;67080;68064.63636;68064.63636;68064.63636;68064.63636;68064.63636;68064.63636;68064.63636
Điện Biên;Điện Biên Phủ;District-level City;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;55702.08439;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;56625.65822;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;57564.54545;58519;58519;58519;58519;58519;58519;58519;58519;58519;58519;58519;58519;59473.45455;59473.45455;59473.45455;59473.45455;59473.45455;59473.45455;59473.45455
Điện Biên;Mường Ảng;District;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46188.25119;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;46919.20536;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;47661.72727;48416;48416;48416;48416;48416;48416;48416;48416;48416;48416;48416;48416;49170.27273;49170.27273;49170.27273;49170.27273;49170.27273;49170.27273;49170.27273
Điện Biên;Mường Chà;District;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;45489.88591;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;46313.26401;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;47151.54545;48005;48005;48005;48005;48005;48005;48005;48005;48005;48005;48005;48005;48858.45455;48858.45455;48858.45455;48858.45455;48858.45455;48858.45455;48858.45455
Điện Biên;Mường Lay;District-level Town;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11295.62058;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11250.9036;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11206.36364;11162;11162;11162;11162;11162;11162;11162;11162;11162;11162;11162;11162;11117.63636;11117.63636;11117.63636;11117.63636;11117.63636;11117.63636;11117.63636
Điện Biên;Mường Nhé;District;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;41806.18075;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;43074.26734;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;44380.81818;45727;45727;45727;45727;45727;45727;45727;45727;45727;45727;45727;45727;47073.18182;47073.18182;47073.18182;47073.18182;47073.18182;47073.18182;47073.18182
Điện Biên;Nậm Pồ;District;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;50195.37326;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;51719.50191;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;53289.90909;54908;54908;54908;54908;54908;54908;54908;54908;54908;54908;54908;54908;56526.09091;56526.09091;56526.09091;56526.09091;56526.09091;56526.09091;56526.09091
Điện Biên;Tủa Chùa;District;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;54727.84858;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;55623.81745;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;56534.45455;57460;57460;57460;57460;57460;57460;57460;57460;57460;57460;57460;57460;58385.54545;58385.54545;58385.54545;58385.54545;58385.54545;58385.54545;58385.54545
Điện Biên;Tuần Giáo;District;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;84159.0555;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;85382.49862;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;86623.72727;87883;87883;87883;87883;87883;87883;87883;87883;87883;87883;87883;87883;89142.27273;89142.27273;89142.27273;89142.27273;89142.27273;89142.27273;89142.27273
Đồng Nai;Đồng Nai;Province;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2933453.69346;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;2987020.67004;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3041565.81818;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3097107;3152648.18182;3152648.18182;3152648.18182;3152648.18182;3152648.18182;3152648.18182;3152648.18182
Đồng Nai;Biên Hòa;District-level City;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;986713.55622;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1009101.87592;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1031998.18182;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1055414;1078829.81818;1078829.81818;1078829.81818;1078829.81818;1078829.81818;1078829.81818;1078829.81818
Đồng Nai;Cẩm Mỹ;District;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;138955.48681;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139090.85928;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139226.36364;139362;139362;139362;139362;139362;139362;139362;139362;139362;139362;139362;139362;139497.63636;139497.63636;139497.63636;139497.63636;139497.63636;139497.63636;139497.63636
Đồng Nai;Định Quán;District;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188408.33727;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;188040.17256;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187672.72727;187306;187306;187306;187306;187306;187306;187306;187306;187306;187306;187306;187306;186939.27273;186939.27273;186939.27273;186939.27273;186939.27273;186939.27273;186939.27273
Đồng Nai;Long Khánh;District-level Town;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;145874.63693;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;147715.43123;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;149579.45455;151467;151467;151467;151467;151467;151467;151467;151467;151467;151467;151467;151467;153354.54545;153354.54545;153354.54545;153354.54545;153354.54545;153354.54545;153354.54545
Đồng Nai;Long Thành;District;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;231366.05288;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;236160.97683;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;241055.27273;246051;246051;246051;246051;246051;246051;246051;246051;246051;246051;246051;246051;251046.72727;251046.72727;251046.72727;251046.72727;251046.72727;251046.72727;251046.72727
Đồng Nai;Nhơn Trạch;District;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;233666.71986;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;242317.58632;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;251288.72727;260592;260592;260592;260592;260592;260592;260592;260592;260592;260592;260592;260592;269895.27273;269895.27273;269895.27273;269895.27273;269895.27273;269895.27273;269895.27273
Đồng Nai;Tân Phú;District;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153857.49442;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153597.89183;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153338.72727;153080;153080;153080;153080;153080;153080;153080;153080;153080;153080;153080;153080;152821.27273;152821.27273;152821.27273;152821.27273;152821.27273;152821.27273;152821.27273
Đồng Nai;Thống Nhất;District;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;159319.44061;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;160833.52579;162362;162362;162362;162362;162362;162362;162362;162362;162362;162362;162362;162362;163905;163905;163905;163905;163905;163905;163905;163905;163905;163905;163905;163905;165448;165448;165448;165448;165448;165448;165448
